carat,depth,table,x,y,z,symmetry_val,Good,Ideal,Premium,Very Good,E,F,G,H,I,J,IF,SI1,SI2,VS1,VS2,VVS1,VVS2
1.01,62.1,58.0,6.4,6.37,3.97,1.0047095761381477,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.25,60.9,56.0,6.95,6.91,4.22,1.0057887120115774,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.57,62.4,56.0,5.29,5.32,3.31,0.994360902255639,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5,62.3,60.0,5.09,5.05,3.16,1.0079207920792081,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.31,62.7,57.0,4.34,4.3,2.71,1.009302325581395,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.6,60.7,58.0,5.43,5.45,3.3,0.9963302752293576,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.33,62.3,57.0,4.41,4.45,2.76,0.991011235955056,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.78,62.6,58.0,5.91,5.82,3.67,1.0154639175257731,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.01,63.5,61.0,6.24,6.32,3.99,0.9873417721518988,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.9,62.1,62.0,6.12,6.05,3.78,1.0115702479338844,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1.2,62.0,58.0,6.73,6.79,4.19,0.9911634756995582,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1.0,61.8,57.0,6.36,6.45,3.96,0.986046511627907,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.9,63.6,63.0,6.07,6.03,3.85,1.0066334991708126,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.31,61.0,54.0,4.38,4.44,2.69,0.9864864864864864,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.51,62.2,55.0,5.11,5.14,3.19,0.9941634241245138,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.73,61.3,60.0,5.72,5.79,3.53,0.9879101899827288,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0.71,61.1,56.0,5.71,5.74,3.5,0.9947735191637629,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.41,61.7,55.0,4.79,4.81,2.96,0.995841995841996,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.24,62.2,59.0,3.99,4.02,2.49,0.9925373134328359,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0.42,60.9,55.0,4.83,4.89,2.96,0.9877300613496932,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.32,62.4,54.0,4.39,4.36,2.73,1.0068807339449541,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2.01,59.6,60.0,8.13,8.19,4.86,0.9926739926739928,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0.37,63.7,55.0,4.59,4.55,2.91,1.0087912087912088,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.3,60.2,59.0,4.39,4.42,2.65,0.9932126696832578,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.72,61.0,57.0,5.81,5.84,3.55,0.99486301369863,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.53,63.0,57.0,5.16,5.13,3.24,1.0058479532163742,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.71,58.1,61.0,5.81,5.79,3.37,1.003454231433506,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.73,62.4,55.0,5.78,5.71,3.59,1.0122591943957968,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.0,62.1,61.0,6.36,6.4,3.96,0.99375,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.51,61.8,54.0,7.42,7.38,4.57,1.005420054200542,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.4,61.5,60.0,4.77,4.7,2.91,1.0148936170212766,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0.3,60.7,58.0,4.37,4.33,2.64,1.0092378752886837,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.0,63.2,58.0,6.33,6.27,3.98,1.009569377990431,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1.12,62.0,55.0,6.65,6.68,4.13,0.9955089820359282,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.35,60.2,57.0,4.61,4.56,2.76,1.0109649122807018,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.01,61.8,60.0,6.48,6.43,3.99,1.0077760497667183,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.86,59.7,59.0,6.14,6.23,3.69,0.985553772070626,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.41,61.8,55.0,4.77,4.81,2.96,0.9916839916839916,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.3,61.9,57.0,4.3,4.33,2.66,0.9930715935334872,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.52,61.1,55.0,5.19,5.15,3.16,1.007766990291262,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.23,61.3,56.0,3.96,3.98,2.43,0.9949748743718592,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1.52,59.1,58.0,7.45,7.48,4.41,0.9959893048128342,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.9,61.7,57.0,6.17,6.21,3.82,0.9935587761674718,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0.38,60.7,57.0,4.69,4.73,2.86,0.9915433403805496,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.02,62.3,56.0,6.49,6.45,4.03,1.0062015503875972,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3,60.2,62.0,4.31,4.3,2.59,1.0023255813953489,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.51,62.5,57.0,5.06,5.09,3.17,0.9941060903732808,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1.01,67.4,60.0,6.19,6.05,4.13,1.0231404958677688,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.32,62.4,58.0,4.36,4.33,2.71,1.0069284064665127,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.07,63.0,57.0,6.57,6.47,4.11,1.0154559505409584,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.01,63.0,60.0,6.34,6.3,3.98,1.0063492063492063,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.33,60.9,58.0,4.49,4.45,2.72,1.0089887640449438,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.41,61.8,58.0,4.75,4.79,2.95,0.9916492693110648,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.7,70.6,56.0,5.45,5.35,3.81,1.0186915887850467,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2.06,58.7,61.0,8.31,8.33,4.88,0.9975990396158464,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1.51,62.6,57.0,7.31,7.25,4.56,1.0082758620689654,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.06,59.3,59.0,6.66,6.7,3.96,0.9940298507462688,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1.02,62.4,57.0,6.47,6.36,4.0,1.0172955974842766,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.73,60.8,61.0,5.77,5.8,3.52,0.9948275862068964,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.7,61.6,58.0,5.73,5.7,3.52,1.0052631578947369,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.51,61.2,58.0,7.36,7.42,4.52,0.9919137466307278,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.6,62.8,56.0,7.46,7.41,4.69,1.0067476383265856,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.3,62.3,54.0,6.97,7.03,4.36,0.9914651493598862,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.4,60.9,55.0,4.82,4.79,2.93,1.0062630480167014,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.92,62.1,55.0,6.24,6.29,3.89,0.9920508744038156,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.31,61.4,58.0,4.35,4.31,2.66,1.0092807424593968,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.9,61.9,61.0,6.13,6.06,3.77,1.0115511551155116,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.71,58.9,61.0,5.8,5.9,3.44,0.983050847457627,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.6,61.9,54.9,5.41,5.44,3.35,0.994485294117647,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.4,62.2,55.0,4.7,4.75,2.94,0.9894736842105264,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1.16,63.0,58.0,6.7,6.66,4.21,1.006006006006006,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.37,60.7,57.0,4.67,4.62,2.82,1.0108225108225108,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.22,62.0,55.0,6.83,6.91,4.26,0.9884225759768452,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.45,62.9,58.4,4.83,4.86,3.04,0.9938271604938272,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.01,63.5,59.0,6.3,6.36,4.02,0.9905660377358492,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0.42,61.6,59.0,4.85,4.83,2.98,1.0041407867494825,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.71,61.9,58.0,5.76,5.71,3.55,1.0087565674255692,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.71,63.4,58.0,5.64,5.69,3.59,0.9912126537785588,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0.3,62.1,55.0,4.32,4.35,2.69,0.9931034482758622,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.02,64.8,58.0,6.22,6.28,4.05,0.9904458598726114,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.5,60.8,60.0,5.16,5.14,3.13,1.0038910505836576,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2.17,62.1,57.0,8.26,8.32,5.15,0.9927884615384616,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.41,62.6,54.0,4.74,4.78,2.98,0.99163179916318,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.23,58.9,58.0,6.99,6.97,4.11,1.0028694404591103,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.01,62.4,60.0,6.35,6.32,3.95,1.0047468354430378,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.34,61.3,57.0,4.44,4.5,2.74,0.9866666666666668,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.51,60.7,58.0,7.41,7.38,4.49,1.0040650406504066,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.02,61.9,57.0,6.5,6.4,3.99,1.015625,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.0,68.6,56.0,6.2,6.08,4.22,1.0197368421052633,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.04,64.2,58.0,6.42,6.34,4.1,1.0126182965299684,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.31,62.3,54.0,4.31,4.33,2.69,0.9953810623556579,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.52,60.1,60.0,7.47,7.45,4.48,1.0026845637583892,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.32,61.8,55.0,4.38,4.42,2.72,0.990950226244344,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.38,62.1,55.0,4.65,4.62,2.88,1.0064935064935066,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.01,61.9,57.0,6.37,6.42,3.96,0.9922118380062306,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0.71,60.5,62.0,5.75,5.79,3.49,0.993091537132988,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0.7,59.8,64.0,5.75,5.69,3.42,1.0105448154657293,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.51,60.3,61.0,5.12,5.19,3.11,0.9865125240847784,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
0.53,62.5,56.0,5.19,5.18,3.24,1.001930501930502,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.95,62.6,59.0,6.23,6.26,3.91,0.9952076677316296,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.4,60.8,62.0,4.74,4.77,2.89,0.9937106918238996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.09,61.9,61.0,6.54,6.58,4.06,0.9939209726443768,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.32,62.0,55.0,4.43,4.41,2.74,1.00453514739229,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.2,61.1,59.0,6.81,6.87,4.18,0.9912663755458516,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0.96,72.2,56.0,6.01,5.81,4.28,1.034423407917384,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.71,62.4,59.0,7.63,7.6,4.75,1.0039473684210527,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0.31,63.7,58.0,4.27,4.3,2.73,0.9930232558139536,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3,62.9,58.0,4.23,4.26,2.67,0.9929577464788734,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.33,61.8,56.0,4.46,4.41,2.74,1.0113378684807257,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.61,63.8,58.0,7.43,7.36,4.72,1.0095108695652173,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.54,61.1,57.0,5.22,5.25,3.2,0.9942857142857142,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.32,61.7,59.0,4.43,4.38,2.72,1.0114155251141552,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.73,62.5,56.0,5.69,5.73,3.57,0.9930191972076788,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1.2,63.1,56.0,6.77,6.71,4.25,1.0089418777943369,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0.71,61.3,56.0,5.75,5.77,3.53,0.9965337954939342,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.94,63.1,59.0,8.01,7.89,5.02,1.015209125475285,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1.04,62.8,57.0,6.5,6.43,4.06,1.010886469673406,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.53,60.2,57.0,5.26,5.24,3.16,1.0038167938931295,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.5,61.4,57.0,5.09,5.14,3.14,0.990272373540856,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.9,63.3,58.0,6.07,6.1,3.85,0.9950819672131148,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2.01,62.4,62.0,7.91,7.99,4.96,0.9899874843554444,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.3,62.8,57.0,4.25,4.22,2.66,1.0071090047393365,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.7,59.5,59.0,5.82,5.77,3.45,1.0086655112651648,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.71,62.7,58.0,5.74,5.68,3.58,1.0105633802816902,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.08,62.8,57.0,6.55,6.51,4.1,1.0061443932411671,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.53,63.4,61.0,5.11,5.18,3.26,0.9864864864864866,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.43,60.8,57.0,4.9,4.87,2.97,1.0061601642710474,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.3,60.9,56.8,4.34,4.38,2.65,0.9908675799086758,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2.01,62.3,59.0,8.03,7.97,4.98,1.0075282308657465,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.9,60.9,63.0,6.21,6.13,3.76,1.0130505709624795,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0.7,62.5,58.0,5.63,5.67,3.53,0.9929453262786596,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.31,62.3,56.0,4.35,4.32,2.7,1.0069444444444442,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.7,62.1,58.0,5.64,5.7,3.52,0.9894736842105264,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.31,62.9,56.0,4.33,4.29,2.71,1.0093240093240092,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.03,62.8,59.0,6.41,6.46,4.04,0.9922600619195048,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
0.8,60.7,59.0,5.98,6.02,3.64,0.9933554817275748,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.3,62.1,54.0,4.29,4.31,2.67,0.9953596287703016,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1.02,64.6,59.0,6.31,6.29,4.07,1.0031796502384738,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.3,62.3,56.0,4.28,4.32,2.68,0.9907407407407408,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.9,60.9,58.0,6.34,6.19,3.79,1.0242326332794829,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.52,60.9,61.0,7.46,7.28,4.49,1.0247252747252746,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.3,61.4,59.0,4.32,4.34,2.66,0.9953917050691246,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.02,63.2,59.0,6.35,6.38,4.02,0.9952978056426331,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.17,61.5,57.0,6.74,6.79,4.16,0.9926362297496318,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.31,62.2,59.0,4.3,4.35,2.69,0.9885057471264368,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.3,62.5,53.8,4.26,4.3,2.68,0.9906976744186048,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.81,60.3,59.0,5.98,6.05,3.63,0.9884297520661158,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.41,62.2,57.0,4.76,4.72,2.95,1.0084745762711864,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.4,62.3,57.0,4.67,4.74,2.93,0.9852320675105484,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1.51,61.5,59.0,7.34,7.38,4.53,0.9945799457994581,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1.02,61.7,58.0,6.48,6.45,3.99,1.0046511627906978,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.01,61.2,54.0,6.52,6.49,3.98,1.0046224961479198,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.91,62.5,56.0,6.19,6.22,3.88,0.995176848874598,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.5,61.4,57.0,5.13,5.1,3.14,1.0058823529411764,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1.03,63.8,54.0,6.36,6.3,4.04,1.0095238095238095,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.33,61.9,55.0,4.44,4.41,2.74,1.0068027210884354,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.37,61.8,54.0,4.63,4.6,2.85,1.0065217391304349,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.31,62.8,57.0,4.28,4.32,2.7,0.9907407407407408,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0.47,65.2,59.0,4.75,4.82,3.12,0.9854771784232365,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.7,62.5,60.0,5.66,5.61,3.52,1.0089126559714794,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.4,63.4,59.0,4.67,4.7,2.97,0.9936170212765956,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.25,61.2,58.0,6.94,6.89,4.23,1.0072568940493472,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.72,62.6,58.0,5.7,5.73,3.58,0.9947643979057592,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.23,61.8,56.0,6.87,6.81,4.23,1.0088105726872247,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.24,62.4,58.0,3.94,4.01,2.48,0.9825436408977556,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.6,61.9,58.0,5.39,5.43,3.35,0.992633517495396,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.32,61.0,61.0,4.38,4.41,2.68,0.9931972789115646,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
0.54,61.8,55.0,5.27,5.24,3.25,1.0057251908396945,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.76,63.0,56.0,5.83,5.79,3.66,1.0069084628670122,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.4,60.3,58.0,4.8,4.82,2.9,0.9958506224066388,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.01,62.8,60.0,6.42,6.36,4.01,1.0094339622641508,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.38,61.9,59.0,4.67,4.63,2.88,1.0086393088552916,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.0,62.1,58.0,6.36,6.45,3.96,0.986046511627907,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0.96,61.3,58.0,6.39,6.3,3.89,1.0142857142857142,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.1,61.9,56.0,6.65,6.63,4.11,1.0030165912518854,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.91,61.7,58.0,6.22,6.29,3.86,0.9888712241653418,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.79,57.6,59.0,6.13,6.06,3.51,1.0115511551155116,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1.57,61.3,59.0,7.44,7.47,4.57,0.9959839357429721,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1.52,62.5,59.0,7.26,7.33,4.56,0.990450204638472,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.33,61.0,59.0,4.41,4.44,2.7,0.9932432432432432,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0,62.6,55.0,6.37,6.4,4.0,0.9953125,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1.51,60.9,59.0,7.42,7.33,4.49,1.0122783083219644,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.9,65.4,57.0,6.01,5.97,3.98,1.0067001675041876,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.26,61.7,59.0,4.1,4.14,2.54,0.9903381642512076,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.01,63.0,57.0,6.37,6.4,4.02,0.9953125,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.55,61.7,54.0,5.29,5.34,3.28,0.9906367041198504,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1.23,61.2,59.0,6.9,6.98,4.25,0.988538681948424,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0.72,60.4,61.0,5.79,5.76,3.49,1.0052083333333337,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.7,62.2,56.0,5.67,5.75,3.55,0.9860869565217392,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0.35,61.9,54.0,4.56,4.58,2.83,0.9956331877729256,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.9,64.1,63.0,6.02,5.99,3.85,1.005008347245409,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.47,61.7,56.0,5.01,4.98,3.08,1.006024096385542,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.71,62.7,57.0,5.66,5.69,3.56,0.9947275922671353,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.75,64.4,59.0,5.67,5.72,3.66,0.9912587412587412,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.02,64.3,56.0,7.85,7.99,5.09,0.9824780976220274,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.3,61.7,53.8,4.31,4.34,2.67,0.9930875576036866,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.13,61.4,61.0,6.71,6.67,4.11,1.0059970014992503,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.51,61.9,56.0,5.11,5.16,3.18,0.9903100775193798,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.31,61.7,58.0,4.31,4.34,2.67,0.9930875576036866,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2.21,62.1,59.0,8.33,8.26,5.15,1.0084745762711864,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.62,59.3,58.0,5.6,5.56,3.31,1.0071942446043165,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.81,62.0,56.0,5.97,6.0,3.71,0.995,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.91,63.2,58.0,6.15,6.07,3.86,1.013179571663921,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
0.54,59.6,59.0,5.32,5.26,3.16,1.011406844106464,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.38,62.2,56.0,4.65,4.58,2.87,1.01528384279476,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.19,59.4,56.0,6.95,7.0,4.14,0.9928571428571428,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.31,61.7,56.0,4.38,4.34,2.69,1.0092165898617511,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.5,61.0,61.0,7.32,7.28,4.45,1.0054945054945057,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
